HospitalName,AvgOutOfPocketCost,Latitude,Longitude
ST FRANCIS REGIONAL MEDICAL CENTER,1296.774655,44.7709311,-93.5027004
REGIONS HOSPITAL,1795.21551,44.9554954,-93.0954047
MERCY HOSPITAL,1488.576565,45.1828494,-93.3693598
UNITY HOSPITAL,1129.861695,45.1064558,-93.2572854
FAIRVIEW NORTHLAND REGIONAL HOSPITAL,1380.518067,45.558484,-93.5900941
MAYO CLINIC HEALTH SYSTEM - FAIRMONT,985.8328782,43.6390102,-94.4501817
HUTCHINSON HEALTH,1091.061338,44.8757643,-94.3728798
FAIRVIEW RIDGES HOSPITAL,1676.232207,44.748941,-93.2726657
HEALTHEAST ST JOHN'S HOSPITAL,1516.885681,45.029122,-93.0341816
HEALTHEAST WOODWINDS HOSPITAL,1338.766448,44.9219843,-92.9764383
MAPLE GROVE HOSPITAL,1699.250748,45.132742,-93.4811604
UNIVERSITY OF MISSISSIPPI MED CENTER,3885.129289,32.3306493,-90.1742279
TISHOMINGO HEALTH SERVICES INC,977.0831371,34.8020057,-88.2084738
NORTH MISSISSIPPI MEDICAL CENTER,1467.185298,34.242066,-88.7160122
BAPTIST MEMORIAL HOSPITAL UNION COUNTY,1140.998995,34.49699,-89.0279582
MERIT HEALTH BILOXI,1249.734216,30.3958649,-88.8896523
MAGNOLIA REGIONAL HEALTH CENTER,1255.576398,34.9355756,-88.5601317
ALLIANCE HEALTHCARE SYSTEM,1089.314103,34.787199,-89.417066
MEMORIAL HOSPITAL AT GULFPORT,1614.413457,30.3675852,-89.1155468
WEBSTER GENERAL HOSPITAL/ SWING BED,900.2061364,33.5341366,-89.266338
GILMORE MEMORIAL HOSPITAL,1095.239723,33.9765048,-88.4768963
WINSTON MEDICAL CENTER & SWINGBED,1014.704981,33.1228399,-89.037079
MERIT HEALTH RIVER REGION,1289.959181,32.3744933,-90.8247936
BAPTIST MEMORIAL HOSPITAL NORTH MS,1187.532218,34.348065,-89.5201599
GEORGE REGIONAL HEALTH SYSTEM,981.4788186,30.9219199,-88.5937848
MERIT HEALTH MADISON,1098.448098,32.5813235,-90.0830743
SINGING RIVER HOSPITAL,1627.351607,30.3762704,-88.5310384
NORTHWEST MISSISSIPPI MEDICAL CENTER,1121.671714,34.197105,-90.551815
NESHOBA COUNTY GENERAL HOSPITAL,981.8413381,32.7570462,-89.1064866
BAPTIST MEMORIAL HOSPITAL BOONEVILLE,990.1942988,34.6575889,-88.5655916
ST DOMINIC-JACKSON MEMORIAL HOSPITAL,1521.560838,32.332658,-90.1653473
BEACHAM MEMORIAL HOSPITAL,943.4047725,31.1458357,-90.4595615
OCH REGIONAL MEDICAL CENTER,1049.655514,33.4758006,-88.8205786
KING'S DAUGHTERS MEDICAL CENTER-BROOKHAVEN,1150.804989,31.5892013,-90.4580392
SOUTH CENTRAL REG MED CTR,1062.096687,31.6851352,-89.1409758
JEFFERSON COUNTY HOSPITAL,715.272728,31.7048425,-91.0685345
YALOBUSHA GENERAL HOSPITAL,1034.151357,34.1314156,-89.6422797
CLAY COUNTY MEDICAL CENTER,920.0467753,33.6192783,-88.6622853
RUSH FOUNDATION HOSPITAL,1127.22339,32.3705122,-88.6975456
MERIT HEALTH CENTRAL,1161.898791,32.2876401,-90.2545231
WAYNE GENERAL HOSPITAL,983.9259035,31.6733795,-88.6343747
FORREST GENERAL HOSPITAL,1366.817683,31.3185784,-89.3295264
SHARKEY ISSAQUENA COMMUNITY HOSPITAL,843.6089745,32.904683,-90.884362
DELTA REGIONAL MEDICAL CENTER,1124.198589,33.4108155,-91.0349246
MERIT HEALTH NATCHEZ,1035.645054,31.5279831,-91.3884516
MARION GENERAL HOSPITAL,869.7758131,31.25594,-89.805606
BOLIVAR MEDICAL CENTER,953.8005748,33.7489791,-90.7082438
MERIT HEALTH WESLEY,1148.0635,31.3257347,-89.3673088
SOUTH SUNFLOWER COUNTY HOSPITAL,1067.498667,33.4577148,-90.6498969
MERIT HEALTH RANKIN,1145.592415,32.286473,-90.0348407
SOUTHWEST MS REGIONAL MEDICAL CENTER,1042.398107,31.2510807,-90.4744071
GREENWOOD LEFLORE HOSPITAL,984.1149135,33.5179198,-90.2012355
BAPTIST MEM HOSP/ GOLDEN TRIANGLE INC,1382.667057,33.5254268,-88.4272501
MISSISSIPPI BAPTIST MEDICAL CENTER,1411.859113,32.3150536,-90.1794976
ANDERSON REGIONAL MEDICAL CTR,1265.231296,32.3724672,-88.6999985
HIGHLAND COMMUNITY  HOSPITAL,988.3516877,30.5523315,-89.6647868
GARDEN PARK MEDICAL CENTER,1433.712601,30.4441133,-89.0932131
MAGEE GENERAL HOSPITAL,929.1482073,31.8711038,-89.7291859
NORTH OAK REGIONAL MEDICAL CENTER,1166.737554,34.624677,-89.95648
PANOLA MEDICAL CENTER,1011.154846,34.3046469,-89.9167802
WHITFIELD MEDICAL SURGICAL HOSPITAL,593.090909,32.2418381,-90.0709905
MERIT HEALTH RIVER OAKS,1391.51152,32.3254871,-90.1053085
BAPTIST MEMORIAL HOSPITAL DESOTO,1218.10015,34.9697503,-89.9969623
ALLIANCE HEALTH CENTER,916.6630503,32.4096043,-88.6778171
HANCOCK MEDICAL CENTER,1128.550106,30.3172291,-89.3547281
METHODIST HEALTHCARE - OLIVE BRANCH HOSPITAL,1626.749155,34.9226393,-89.7921496
UNIVERSITY OF MISSISSIPPI MEDICAL CENTER- GRENADA,874.5186937,33.763617,-89.818087
MERCY HOSPITAL JOPLIN,1216.39887,37.0363859,-94.5095979
COOPER COUNTY MEMORIAL HOSPITAL,977.1818185,38.9441668,-92.7407702
SSM HEALTH ST JOSEPH HOSPITAL-ST CHARLES,1222.453436,38.7808292,-90.4848006
MOSAIC LIFE CARE AT ST JOSEPH,1384.79981,39.7732177,-94.7710179
BOTHWELL REGIONAL HEALTH CENTER,1106.51927,38.6993942,-93.2212098
SSM HEALTH ST. MARY'S HOSPITAL - JEFFERSON CITY,1210.763954,38.5587727,-92.2205813
TWIN RIVERS REGIONAL MEDICAL CENTER,1024.88389,36.2354472,-90.0412584
PHELPS COUNTY REGIONAL MEDICAL CENTER,1060.438677,37.9526051,-91.7853512
MERCY HOSPITAL ST LOUIS,1307.68042,38.6439938,-90.4465938
NORTHEAST REGIONAL MEDICAL CENTER,1269.562857,40.1927378,-92.5901721
MERCY HOSPITAL JEFFERSON,1060.677213,38.1965863,-90.3937305
TEXAS COUNTY MEMORIAL HOSPITAL,1032.848335,37.3157491,-91.9603461
HANNIBAL REGIONAL HOSPITAL,1249.271617,39.710562,-91.45013
RESEARCH MEDICAL CENTER,2270.099464,39.0088034,-94.5580906
BARNES JEWISH HOSPITAL,1572.062318,38.6369044,-90.2645338
BATES COUNTY MEMORIAL HOSPITAL,1097.339619,38.2487991,-94.342866
COX MEDICAL CENTERS,1589.180232,37.1448079,-93.2803564
CAPITAL REGION MEDICAL CENTER,1126.229876,38.5656957,-92.1816949
TRUMAN MEDICAL CENTER HOSPITAL HILL,955.8279811,39.0845178,-94.5751781
SSM HEALTH ST FRANCIS HOSPITAL - MARYVILLE,1579.966854,40.3259996,-94.8760916
MERCY HOSPITAL WASHINGTON,1328.499393,38.5524736,-91.002236
CAMERON REGIONAL MEDICAL CENTER,1092.34692,39.7304455,-94.2180385
MERCY HOSPITAL LEBANON,1108.863873,37.6815735,-92.6342947
NEVADA REGIONAL MEDICAL CENTER,1013.959895,37.8309079,-94.3605275
SAINT LUKES NORTH HOSPITAL,1775.651208,39.248877,-94.648331
SSM HEALTH ST. MARY'S HOSPITAL-AUDRAIN,1084.680373,39.1725382,-91.8774964
MERCY HOSPITAL SPRINGFIELD,1486.072781,37.1792234,-93.2740805
BOONE HOSPITAL CENTER,1299.600847,38.949927,-92.315857
PEMISCOT COUNTY MEMORIAL HOSPITAL,1140.994169,36.2374247,-89.7405401
MOBERLY REGIONAL MEDICAL CENTER,989.3667515,39.4252369,-92.4136863
ST ANTHONY'S MEDICAL CENTER,1412.681032,38.5070559,-90.380164
OZARKS MEDICAL CENTER,1077.748225,36.7382693,-91.8746777
SOUTHEAST HEALTH CENTER OF RIPLEY COUNTY,995.4136903,36.621297,-90.825956
SSM HEALTH ST CLARE HOSPITAL - FENTON,1416.840927,38.5292096,-90.475447
ST JOSEPH MEDICAL CENTER,1116.646891,38.9367113,-94.604475
SSM HEALTH ST MARY'S HOSPITAL - ST LOUIS,1187.540837,38.6330715,-90.311181
COX MEDICAL CENTER BRANSON,1246.800264,36.6511185,-93.2216292
CENTERPOINT MEDICAL CENTER,2031.129375,39.0494374,-94.3488139
NORTH KANSAS CITY HOSPITAL,1515.680109,39.1495404,-94.551452
WESTERN MISSOURI MEDICAL CENTER,1010.923147,38.765869,-93.7224074
TRUMAN MEDICAL CENTER LAKEWOOD,1142.842097,38.9753654,-94.3942712
SSM HEALTH DEPAUL HOSPITAL ST LOUIS,1352.941533,38.7502554,-90.4341088
SSM HEALTH SAINT LOUIS UNIVERSITY HOSPITAL,5393.266998,38.6229966,-90.2389052
MISSOURI BAPTIST MEDICAL CENTER,1487.654255,38.6362225,-90.44652
SOUTHEASTHEALTH,1804.511455,37.3108514,-89.5395907
MISSOURI DELTA MEDICAL CENTER,940.1792469,36.8896243,-89.5832845
POPLAR BLUFF REGIONAL MEDICAL CENTER,1468.583195,36.7875827,-90.4427028
FREEMAN HEALTH SYSTEM - FREEMAN WEST,1834.01538,37.052636,-94.5268312
ST LUKES HOSPITAL OF KANSAS CITY,2298.651743,39.0474343,-94.5907899
UNIVERSITY OF MISSOURI HEALTH CARE,1453.127653,38.9386955,-92.3275514
FITZGIBBON HOSPITAL,1067.730688,39.0917436,-93.2127743
SOUTHEASTHEALTH CENTER OF STODDARD COUNTY,877.4096901,36.8074524,-89.9674674
BARNES-JEWISH WEST COUNTY HOSPITAL,1317.163727,38.6766124,-90.4678868
PARKLAND HEALTH CENTER,1005.417291,37.7817416,-90.4383402
GOLDEN VALLEY MEMORIAL HOSPITAL,1092.69556,38.3896149,-93.7684297
DES PERES HOSPITAL,2260.504967,38.584225,-90.4518124
LIBERTY HOSPITAL,1227.604624,39.2747471,-94.4243895
ST LUKES HOSPITAL,1362.961683,38.6522289,-90.5028713
CHRISTIAN HOSPITAL NORTHEAST-NORTHWEST,1265.610585,38.7764987,-90.2402425
SAINT FRANCIS MEDICAL CENTER,1085.347823,37.303407,-89.5712971
LAKE REGIONAL HEALTH SYSTEM,1147.185503,38.1206705,-92.683012
LEE'S SUMMIT MEDICAL CENTER,1394.234921,38.90359,-94.3330751
BARNES-JEWISH ST PETERS HOSPITAL,1539.319666,38.7937645,-90.5794378
ST MARY'S MEDICAL CENTER,1228.52087,39.0255771,-94.2634475
CITIZENS MEMORIAL HOSPITAL,1218.176714,37.6265369,-93.4200441
SSM HEALTH SAINT JOSEPH HOSPITAL-LAKE SAINT LOUIS,1180.165602,38.8027808,-90.7757153
ST ALEXIUS HOSPITAL,1452.088375,38.5836997,-90.2285761
BELTON REGIONAL MEDICAL CENTER,1282.380853,38.8158823,-94.5028554
SAINT LUKE'S EAST LEE'S SUMMIT HOSPITAL,1603.765213,38.9407693,-94.3818913
PROGRESS WEST HOSPITAL,1147.15288,38.7154395,-90.6987565
BLACK RIVER COMMUNITY MEDICAL CENTER,953.9797275,36.7718149,-90.4575096
ST PETER'S HEALTH,1579.121348,46.583494,-111.9966811
BILLINGS CLINIC HOSPITAL,1444.037335,45.7895369,-108.5129947
BENEFIS HOSPITALS INC,1339.995471,47.4911874,-111.2594192
ST PATRICK HOSPITAL,1821.550773,46.8755594,-114.0000297
ST JAMES HEALTHCARE,1688.455609,46.0084722,-112.5455521
COMMUNITY MEDICAL CENTER,1793.621492,46.8474613,-114.0474077
NORTHERN MONTANA HOSPITAL,1327.338611,48.5368489,-109.6854548
ST VINCENT HEALTHCARE,1730.17398,45.7934842,-108.5187094
KALISPELL REGIONAL MEDICAL CENTER,1317.882466,48.2147675,-114.3236774
BOZEMAN HEALTH DEACONESS HOSPITAL,1313.66384,45.6698613,-111.019934
P H S INDIAN HOSPITAL AT BROWNING - BLACKFEET,1042.167832,48.5657292,-113.019753
GREAT FALLS CLINIC HOSPITAL,1040.947076,47.4889691,-111.2565109
THE HEALTHCENTER,1854.02857,48.2156103,-114.3231765
BRYAN MEDICAL CENTER,1724.695134,40.7966945,-96.6509997
CHI HEALTH GOOD SAMARITAN,1593.804077,40.7011916,-99.0973056
THE NEBRASKA MEDICAL CENTER,3793.051314,41.2575141,-96.0049478
CHI HEALTH ST ELIZABETH,1862.175834,40.80803,-96.6269192
CHI HEALTH ST FRANCIS,1406.633106,40.9258317,-98.3716607
MARY LANNING HEALTHCARE,1241.613443,40.5923291,-98.3874672
METHODIST HOSPITAL,1895.159302,41.2583928,-96.0421417
CHI HEALTH CREIGHTON UNIVERSITY MEDICAL CENTER - B,2225.505096,41.2395474,-96.0308961
REGIONAL WEST MEDICAL CENTER,1407.440997,41.8866872,-103.6642038
GREAT PLAINS HEALTH,1573.592628,41.1216524,-100.7703943
FREMONT HEALTH MEDICAL CENTER,1989.083323,41.4532633,-96.4915008
CHI HEALTH IMMANUEL,1557.057082,41.3222972,-96.0199955
CHI HEALTH MIDLANDS,1432.347188,41.135853,-96.040111
COLUMBUS COMMUNITY HOSPITAL,1261.448683,41.453291,-97.3837256
FAITH REGIONAL HEALTH SERVICES,1341.176771,42.0347712,-97.4529737
LINCOLN SURGICAL HOSPITAL,2430.545577,40.7950508,-96.6238318
CHI HEALTH NEBRASKA HEART,1514.98712,40.7364937,-96.5932439
NEBRASKA ORTHOPAEDIC HOSPITAL,2241.761785,41.2328143,-96.1356339
CHI HEALTH LAKESIDE,1930.072079,41.2375247,-96.1806251
MIDWEST SURGICAL HOSPITAL LLC,2207.164039,41.2575515,-96.0372903
BELLEVUE MEDICAL CENTER,1092.111041,41.1372483,-95.9479998
"NEBRASKA SPINE HOSPITAL, LLC",1636.330116,41.3220026,-96.020227
KEARNEY REGIONAL MEDICAL CENTER,1076.167024,40.6824932,-99.1126015
RENOWN REGIONAL MEDICAL CENTER,1922.957828,39.52552,-119.7952114
SUNRISE HOSPITAL AND MEDICAL CENTER,2268.926156,36.1327154,-115.1358324
NORTH VISTA HOSPITAL,1010.995525,36.1947954,-115.1226297
UNIVERSITY MEDICAL CENTER,4948.953201,36.1597177,-115.1657104
NORTHEASTERN NEVADA REGIONAL HOSPITAL,1486.607189,40.8227325,-115.7310104
SAINT MARY'S REGIONAL MEDICAL CENTER,970.2044159,39.5324265,-119.820038
ST ROSE DOMINICAN HOSPITALS - ROSE DE LIMA CAMPUS,1440.104462,36.0389111,-114.9846039
CARSON TAHOE REGIONAL MEDICAL CENTER,1477.760485,39.2020393,-119.7847638
VALLEY HOSPITAL MEDICAL CENTER,2278.048531,36.1633772,-115.1665905
DESERT SPRINGS HOSPITAL,1644.958835,36.1128825,-115.1249154
NORTHERN NEVADA MEDICAL CENTER,1309.151845,39.5358322,-119.7749617
MOUNTAINVIEW HOSPITAL,2360.790614,36.2155456,-115.2487979
SUMMERLIN HOSPITAL MEDICAL CENTER,1720.993607,36.1810507,-115.3174141
ST ROSE DOMINICAN HOSPITALS - SIENA CAMPUS,2133.661559,36.0045271,-115.1150581
SPRING VALLEY HOSPITAL MEDICAL CENTER,2100.944096,36.0900057,-115.2402308
SOUTHERN HILLS HOSPITAL AND MEDICAL CENTER,1587.597807,36.0723796,-115.2949636
RENOWN SOUTH MEADOWS MEDICAL CENTER,1785.096178,39.4359707,-119.7600878
ST ROSE DOMINICAN HOSPITALS - SAN MARTIN CAMPUS,1889.556572,36.0577689,-115.2721826
CENTENNIAL HILLS HOSPITAL MEDICAL CENTER,1825.259675,36.2867883,-115.2860387
HENDERSON HOSPITAL,2429.545434,36.0728432,-115.0304734
CONCORD HOSPITAL,1580.594252,43.1975246,-71.5619313
MARY HITCHCOCK MEMORIAL HOSPITAL,2496.43141,43.675364,-72.2729872
LAKES REGION GENERAL HOSPITAL,1419.948759,43.528536,-71.4632103
ST JOSEPH HOSPITAL,1532.20599,42.7493836,-71.4803099
ELLIOT HOSPITAL,1254.331392,42.9840799,-71.4366154
FRISBIE MEMORIAL HOSPITAL,1250.227918,43.2979384,-70.9607815
PARKLAND MEDICAL CENTER,2030.487932,42.8772023,-71.3164692
WENTWORTH-DOUGLASS HOSPITAL,1317.56802,43.2132323,-70.8742397
CHESHIRE MEDICAL CENTER,1142.808577,42.9487724,-72.2917061
SOUTHERN NH MEDICAL CENTER,1199.999457,42.7564074,-71.4620781
EXETER HOSPITAL INC,1690.599641,42.982536,-70.9367076
PORTSMOUTH REGIONAL HOSPITAL,2588.782218,43.0648113,-70.7902541
CATHOLIC MEDICAL CENTER,1326.58632,42.991178,-71.4746693
HACKENSACK UNIVERSITY MEDICAL CENTER,2836.559491,40.8840335,-74.0565417
NEWARK BETH ISRAEL MEDICAL CENTER,3050.586949,40.7102476,-74.2136147
PALISADES MEDICAL CENTER,2686.76772,40.7937964,-73.9964049
HUNTERDON MEDICAL CENTER,1791.559368,40.5314853,-74.86113
ST MARY'S GENERAL HOSPITAL,1140.487296,40.8590505,-74.1372832
HOLY NAME MEDICAL CENTER,1771.698224,40.8831082,-74.0106982
CLARA MAASS MEDICAL CENTER,1246.010276,40.7856535,-74.1764487
UNIV MEDICAL CENTER OF PRINCETON AT PLAINSBORO,1759.262344,40.3402321,-74.6234908
CAPE REGIONAL MEDICAL CENTER INC,1085.472487,39.0875407,-74.8169302
VALLEY HOSPITAL,1538.955423,40.9865971,-74.100748
COOPER UNIVERSITY HOSPITAL,3551.575173,39.9410298,-75.1161353
MORRISTOWN MEDICAL CENTER,2758.771444,40.7896261,-74.4655683
CAREPOINT HEALTH-CHRIST HOSPITAL,1805.348323,40.7342585,-74.0498006
CHILTON MEDICAL CENTER,1248.670294,40.9584504,-74.3091575
ST JOSEPH'S REGIONAL MEDICAL CENTER,2364.069045,40.9022582,-74.1661378
ST FRANCIS MEDICAL CENTER,2232.286373,40.2166342,-74.741205
VIRTUA WEST JERSEY HOSPITALS VOORHEES,2790.786815,39.842679,-74.9277553
ROBERT WOOD JOHNSON UNIVERSITY HOSPITAL AT RAHWAY,1229.460784,40.6129663,-74.2911039
CAREPOINT HEALTH - BAYONNE MEDICAL CENTER,1463.924646,40.6681933,-74.1131495
TRINITAS REGIONAL MEDICAL CENTER,1420.539287,40.6597934,-74.2141265
NEWTON MEDICAL CENTER,1247.590515,41.0578686,-74.7682688
OUR LADY OF LOURDES MEDICAL CENTER,3964.646019,39.9279261,-75.0949231
DEBORAH HEART AND LUNG CENTER,1820.404749,39.9775118,-74.5851859
INSPIRA MEDICAL CENTER VINELAND,1896.180272,39.44534,-75.0584681
RIVERVIEW MEDICAL CENTER,1341.795889,40.3539442,-74.0634782
ROBERT WOOD JOHNSON UNIVERSITY HOSPITAL,3504.516426,40.4953282,-74.4498466
RARITAN BAY MEDICAL CENTER PERTH AMBOY DIVISION,1628.028291,40.5188431,-74.2818674
CAREPOINT HEALTH-HOBOKEN UNIVERSITY MEDICAL CENTER,2193.771579,40.7415814,-74.0341491
COMMUNITY MEDICAL CENTER,1273.381091,39.9642549,-74.2156583
CAPITAL HEALTH MEDICAL CENTER - HOPEWELL,1562.65947,40.2919868,-74.8034535
ENGLEWOOD HOSPITAL AND MEDICAL CENTER,1885.421734,40.9041892,-73.9686632
SHORE MEDICAL CENTER,1230.166132,39.3143165,-74.5930091
ROBERT WOOD JOHNSON UNIVERSITY HOSPITAL SOMERSET,1504.361877,40.5684139,-74.595281
SAINT CLARE'S HOSPITAL/ DENVILLE CAMPUS,1160.21467,40.894894,-74.4654098
OVERLOOK MEDICAL CENTER,2506.155879,40.7126708,-74.3547074
OCEAN MEDICAL CENTER,1292.036294,40.0770273,-74.13152
HACKENSACK-UMC MOUNTAINSIDE,2382.935948,40.8123038,-74.2039704
VIRTUA MEMORIAL HOSPITAL OF BURLINGTON COUNTY,2278.964987,39.9860186,-74.7949847
BERGEN REGIONAL MEDICAL CENTER,1570.705076,40.9569233,-74.0632065
ST LUKE'S WARREN HOSPITAL,1810.476175,40.702113,-75.178597
LOURDES MEDICAL CENTER OF BURLINGTON COUNTY,1341.844886,40.0463005,-74.880494
ATLANTICARE REGIONAL MEDICAL CENTER - CITY CAMPUS,2064.834085,39.3583314,-74.4342891
INSPIRA MEDICAL CENTER ELMER,1026.854734,39.5877011,-75.1806211
SAINT PETER'S UNIVERSITY HOSPITAL,1904.988372,40.5015232,-74.4594521
JERSEY SHORE UNIVERSITY MEDICAL CENTER,2681.178764,40.2091347,-74.041212
JERSEY CITY MEDICAL CENTER,2007.090553,40.7163016,-74.0503916
MONMOUTH MEDICAL CENTER,2312.322552,40.295519,-73.9846891
SAINT BARNABAS MEDICAL CENTER,4488.977211,40.7631494,-74.3047629
INSPIRA MEDICAL CENTER WOODBURY,1398.723568,39.8440752,-75.1499465
EAST ORANGE GENERAL HOSPITAL,1032.736804,40.7545333,-74.2138513
MONMOUTH MEDICAL CENTER-SOUTHERN CAMPUS,1196.928038,40.0731927,-74.218758
KENNEDY UNIVERSITY HOSPITAL - STRATFORD DIV,1966.017987,39.8281678,-75.008266
MEMORIAL HOSPITAL OF SALEM COUNTY,973.275803,39.5936045,-75.4443959
CAPITAL HEALTH SYSTEM-FULD CAMPUS,3400.442061,40.2359137,-74.7518116
SAINT MICHAEL'S MEDICAL CENTER,1942.410394,40.7438855,-74.1747061
JFK MEDICAL CTR - ANTHONY M. YELENCSICS COMMUNITY,1892.5801,40.5572565,-74.3509958
ROBERT WOOD JOHNSON UNIVERSITY HOSPITAL HAMILTON,1250.148585,40.2168503,-74.6725018
CENTRASTATE MEDICAL CENTER,1291.134921,40.2376248,-74.3125855
BAYSHORE MEDICAL CENTER,1502.450027,40.4054853,-74.1917012
SOUTHERN OCEAN MEDICAL CENTER,1484.613666,39.7215829,-74.285404
HACKETTSTOWN MEDICAL CENTER,1052.454233,40.8619382,-74.8158027
HUDSON REGIONAL HOSPITAL,1000.786789,40.7917444,-74.0734305
UNIVERSITY HOSPITAL,4927.658573,40.740611,-74.1910862
HACKENSACK MERIDIAN HEALTH PASCACK VALLEY MEDICAL,1553.585425,40.9854623,-74.0152903
UNM HOSPITAL,3489.731997,35.0879816,-106.6172609
CHRISTUS ST VINCENT REGIONAL MEDICAL CENTER,1687.331036,35.6595345,-105.9457829
ALTA VISTA REGIONAL HOSPITAL,1149.472805,35.6235778,-105.2107864
GERALD CHAMPION REGIONAL MEDICAL CENTER,1180.284252,32.9264282,-105.9347154
SAN JUAN REGIONAL MEDICAL CENTER,1513.233689,36.7237623,-108.2168081
EASTERN NEW MEXICO MEDICAL CENTER,1005.04125,33.4238505,-104.5284839
LOVELACE MEDICAL CENTER,1835.349329,35.0861468,-106.6399527
PRESBYTERIAN ESPANOLA HOSPITAL,1275.066565,35.9972875,-106.0883593
HOLY CROSS HOSPITAL A DIV OF TAOS HEALTH SYSTEMS,1464.000746,36.3686698,-105.5762176
GILA REGIONAL MEDICAL CENTER,1062.402251,32.7955838,-108.2627556
LOVELACE WOMEN'S HOSPITAL,1698.553086,35.1319202,-106.5906893
MEMORIAL MEDICAL CENTER,3101.932191,32.2913762,-106.7371439
PRESBYTERIAN HOSPITAL,2499.23777,35.081573,-106.635382
PLAINS REGIONAL MEDICAL CENTER,1235.0575,34.4195202,-103.2320562
ARTESIA GENERAL HOSPITAL,1248.552287,32.8490397,-104.4111786
LOS ALAMOS MEDICAL CENTER,1591.923077,35.8819893,-106.3186671
REHOBOTH MCKINLEY CHRISTIAN HEALTH CARE SERVICES,1101.934518,35.5073833,-108.7271284
NORTHERN NAVAJO MEDICAL CENTER,966.4285257,36.8052353,-108.6914076
GALLUP INDIAN MEDICAL CENTER,901.5211583,35.5075844,-108.7299942
CROWNPOINT HEALTHCARE FACILITY,1214.636364,35.6987639,-108.1396562
CARLSBAD MEDICAL CENTER,1722.387025,32.4416059,-104.2579904
LEA REGIONAL MEDICAL CENTER,1097.913882,32.762286,-103.1849383
GUADALUPE COUNTY HOSPITAL,805.53846,34.9299667,-104.6932607
LOVELACE WESTSIDE HOSPITAL,2019.821785,35.2073498,-106.6771211
ROOSEVELT GENERAL HOSPITAL,1193.52251,34.169133,-103.361978
MOUNTAIN VIEW REGIONAL MEDICAL CENTER,1245.435816,32.3228856,-106.7283179
LOVELACE REGIONAL HOSPITAL - ROSWELL,994.6306635,33.4168883,-104.5210746
UNM SANDOVAL REGIONAL MEDICAL CENTER,1471.332135,35.3088335,-106.6797927
ALBANY MEMORIAL HOSPITAL,1551.731975,42.6741302,-73.748474
HEALTHALLIANCE HOSPITAL BROADWAY CAMPUS,1439.294053,41.926437,-73.9952975
KALEIDA HEALTH,2924.807101,42.8748963,-78.8498859
ST JOSEPH'S MEDICAL CENTER,1228.590979,40.9292927,-73.897861
WYOMING COUNTY COMMUNITY HOSPITAL,986.7665659,42.754247,-78.1306819
BRONX-LEBANON HOSPITAL CENTER,2138.16578,40.8313757,-73.9028086
"OUR LADY OF LOURDES MEMORIAL HOSPITAL, INC",1032.328818,42.0915013,-75.9362283
ALBANY MEDICAL CENTER HOSPITAL,4069.347811,42.6532233,-73.7764219
JAMAICA HOSPITAL MEDICAL CENTER,2448.148791,40.7003783,-73.8166244
"NEW YORK COMMUNITY HOSPITAL OF BROOKLYN, INC.",961.9075459,40.6137918,-73.9483509
VASSAR BROTHERS MEDICAL CENTER,1378.057464,41.6935566,-73.9356147
MOUNT SINAI HOSPITAL,5977.33969,40.7898695,-73.9533616
NASSAU UNIVERSITY MEDICAL CENTER,2418.018918,40.7261764,-73.5537498
RICHMOND UNIVERSITY MEDICAL CENTER,2156.637606,40.6357142,-74.1059834
NEWARK-WAYNE COMMUNITY HOSPITAL,1120.667332,43.060661,-77.100722
"CHENANGO MEMORIAL HOSPITAL, INC",1429.858766,42.5411711,-75.5255928
SOUTHSIDE HOSPITAL,1772.83235,40.7257613,-73.241505
FAXTON-ST LUKE'S HEALTHCARE,1160.776204,43.0965919,-75.2761607
HUNTINGTON HOSPITAL,1664.10155,40.8793305,-73.415944
MOUNT SINAI WEST,2917.993421,40.7700356,-73.9875698
ST MARY'S HOSPITAL AT AMSTERDAM,1045.367662,42.9545445,-74.2166486
NORTHERN DUTCHESS HOSPITAL,1208.342514,41.9356251,-73.9127226
NEW YORK-PRESBYTERIAN/QUEENS,2110.902489,40.7471198,-73.8253655
BROOKLYN HOSPITAL CENTER AT DOWNTOWN CAMPUS,2893.995046,40.691265,-73.9777743
ST PETER'S HOSPITAL,1772.268019,42.656158,-73.8034993
GENEVA GENERAL HOSPITAL,1452.888271,42.876489,-76.9883041
MONTEFIORE MEDICAL CENTER,4351.130114,40.8807854,-73.8794877
LAWRENCE HOSPITAL CENTER,1491.080435,40.9421824,-73.8368522
NIAGARA FALLS MEMORIAL MEDICAL CENTER,1230.357134,43.0935454,-79.0496262
UNITED MEMORIAL MEDICAL CENTER,1141.100568,43.0042649,-78.1785506
F F THOMPSON HOSPITAL,1230.522992,42.8762316,-77.2897296
SISTERS OF CHARITY HOSPITAL,1870.687818,42.9284109,-78.848085
ADIRONDACK MEDICAL CENTER,1335.20911,44.3455195,-74.1434669
LINCOLN MEDICAL & MENTAL HEALTH CENTER,1439.467772,40.817374,-73.9240962
ALICE HYDE MEDICAL CENTER,1044.476861,44.8572186,-74.2915929
AURELIA OSBORN FOX MEMORIAL HOSPITAL,1027.359473,42.4578897,-75.0522916
MONTEFIORE MOUNT VERNON HOSPITAL,1282.596343,40.9127102,-73.8405279
EASTERN LONG ISLAND HOSPITAL,1374.084845,41.1106333,-72.360942
ARNOT OGDEN MEDICAL CENTER,1699.486749,42.1000552,-76.8279478
